,description
1616,"Intensive treatment for sun damage, photo depletion and prematurely aged skin (solar elastosis). Enhanced with AGF proprietary amino acids. Patented pentapeptide technology clinically proven to: Dramatically reduce fine lines & wrinkles up to 68%; Infuse moisture deep into the skin; Reverse damage caused by sun & natural aging; Diminish appearance of age spots; Reduce the appearance of dark circles; Improve skin firmness, texture and feel. Photolagen-AGF is the most powerful non-prescription serum available for the treatment of aging caused by the sun, wind and environment factors. Hydrates; Penetrates; Repairs; Nourishes; Rejuvenates; Stimulates; Beautifies; Exfoliates. The amazing skin beautifying power of amino acids. Amino acids are the building blocks of all living tissue on Earth. These basic building blocks are essential for normal cellular function. Photolagen-AGF contains 17 plant derived amino acids. Topical use of amino acids has shown to: Dramatically help moisture content; Decrease the appearance of wrinkles; Promote collagen and ealstin production; Help regulate sebaceous gland activity; Decrease discoloration due to sun damage; Improve skin texture and feel. The AminoGenesis base formula: Is for all skin types; Is doctor approved, hospital tested; Is hypoallergenic and non-comedogenic. Clinical trials prove the effectiveness of the pal-KTTS peptide. At the World Congress of Dermatology in Paris in July of 2002, superior wrinkles reducing and sun damage repair abilities of the Pal-KTTS peptide as compared to traditional anti-aging retinoids was announced. In vitro studies show this peptide stimulates the following: Wrinkle fighting collagen type I by 117%; Firming (anti sagging) collagen type IV by 357%; Moisture holding, dermal thickening glycosaminoglycans by 267%. Further clinical trials showed the following: A reduction of the surface area of wrinkles by 68%; An average reduction in furrow density of 46%; A reduction of skin roughness by 16%.

"
1617,"Sweet Sweat Skin Cream accelerates and enhances heat production, helps balance problem areas during your workout. Increasing heat production to ""Slow to Respond"", insulating fatty tissue areas. Creates a ""Portable Sauna - Like"" Environment, accelerates Warm - up and recovery time, making your workout feel easier. Assists in preventing muscle injury.

"
1618,"The use of natural essential oils for aromatherapy is an ancient and time-honored tradition that’s been enhancing moods and lifting spirits for thousands of years. Essential oils are liquid plant essences that are genuine reflections of the botanicals from which they’re born. Our ingredients consist of 100% pure cypress oil only, created through a natural distillation process, offering the purest and most potent natural essential oil available. Natural essential oils are highly concentrated and should be used with care.

"
1619,"This product is not eligible for priority shipping. Image may vary from the actual product.

"
1620,"Tourmaline infused air-exit grille for silky-smooth hair with superior conditioning and brilliant shine.

"
1621,"Fade-Resist Rich Conditioning Color is an innovative formula that delivers vibrant, fade-resistant color and shine. This formula contains Dark and Lovely's exclusive Moisture Seal technology for double the conditioning power —especially designed to help protect relaxed and natural hair while coloring. The result is silky, shiny hair and luxurious, rich color that lasts up to 8 weeks Packaging May Vary. What you receive may not be what is reflected on site. #1 haircolor brand designed for women of color*“Nielsen ScanTrack unit sales data for US women of African descent haircolor category Latest 52 weeks ending 11.09.19”

"
1622,"The Remington Style Therapy: Damage Therapy 1-Inch Flat Iron features plates covered with ceramic fabric for 50 percent less hair splitting and damage. Ceramic Fiber creates more styling surface than flat, slim plates. This added surface helps prevent hairs from rubbing against each other, thereby reducing a major cause of splitting and damage. This straightener reaches a top heat of 430 degrees Fahrenheit in 30 seconds for fast, long-lasting results. An LCD display with temperature lock makes for precise temperature adjustments.



Ceramic Fabric Provides High Protection
The Damage Therapy Flat Iron is made with ceramic fabric that can withstand extreme temperatures, is waterproof and chemical resistant, and has a non-stick, low-friction surface. Ceramic fabric is also resistant to product buildup, so this flat iron is suitable for use with all wet hair care products.

The Damage Therapy Flat Iron features ceramic and tourmaline styling plates wrapped in this fabric, which provides a highly protective barrier between the hair and the heated plates, thereby limiting heat damage. The result is a more efficient straightener that reduces damage, glides through your hair, and requires fewer strokes.

Heats Up Fast; Auto-Shutoff for Safety
This straightener heats up to 430 degrees Fahrenheit in 30 seconds and offers variable heat control so you can choose the best temperature to suit your hair type. If you've ever left the house and worried that you forgot to switch off your straightener, you can breathe a sigh of relief. The Damage Therapy Flat Iron's auto-shutoff function takes effect after 60 minutes. And when you've finished styling, it's easy to store away with its handy hinge-lock. For maneuverability, it boasts a salon-length swivel cord.

This straightener also features worldwide voltage, so there's no need to skimp on your style routine, whether you're at home or abroad.

The Damage Therapy Flat Iron is backed by a four-year warranty.

Remington has been helping the world get ready for over 70 years. Experts in innovation, they offer cutting-edge technology and work with top salon professionals from all over the world to produce hair styling products that really work. Remington's mission is to help you look good and feel like you're ready for anything, so you can look in the mirror and say, ""Okay, world, here I come.""

What's in the Box
Remington Style Therapy: Damage Therapy 1-inch Flat Iron.





"
1623,
1624,
1625,
1626,"Put a smile on your face with our ""Happy Face"" complexion brush. Boar's hair bristles naturally sweep away surface oil and impurities, leaving skin healthy and glowing. 5 1/4"" length

"
1627,
1628,
1629,"The BaBylissPRO Tourmaline Titanium 3000 blow dryer has a rubberized finish & comfort grip to help reduce stress on the hand & wrist. Far infra-red heat & ionic technology mean faster drying & styling. Featuring 6 heat/speed settings, a cold shot button & a 9' long cord, this hair dryer is a professional favorite. This 1900 watt dryer emits millions of ions for extra shine. Great for all hair types including think/coarse hair.

BaBylissPRO is the world’s leading producer of innovative, high-performance professional styling tools. Chosen by hairdressers, barbers, and clients everywhere, BabylissPRO styling tools are versatile and engineered to last.

"
1630,"Item Condition: 100% authentic, new and unused. Princessa Aloe Mood Lipstick 12 Assorted Lipsticks.;Princessa Aloe Mood Lipstick 12 Assorted Lipsticks: Buy Princessa Lipsticks - Princessa Mood Lipsticks adjust to your own body chemistry and mood Try out each shade to express your mood. Enriched with aloe.

"
1631,"Professional stainless steel master tech ingrown toenail file and cleaner, features help relieve the pressure of ingrown nails, while the thin curved end cleans under and around the nail.

"
1632,"Take control of your style! Garnier Fructis Style Curl Shape Defining Spray Gel boosts your wavy, permed or naturally curly hair to create curl definition with shine minus the frizz. This styling spray gel for curly hair gives you the power to create and control any style you want. HOW DOES IT WORK? This curl spray gel with Shea Butter has powerful holding technologies that provide ultra long-lasting hold without stickiness or buildup. GET INSPIRED! Create a ""Dream Curls"" look: Apply on slightly damp hair. Twist hair around finger to create ringlets. Blow-dry with diffuser or air-dry to create defined frizz-free curls. Finish any Curl Shape style with Garnier Fructis Hairspray for long-lasting hold. For more looks, tips and fun visit our Style Hub. • Styling spray gel for curly hair creates curl definition • Curl spray gel with Shea Butter provides long-lasting hold without stickiness or buildup • Boosts your wavy, permed or naturally curly hair with definition and shine minus the frizz • Get the power to create and control any curly style you want Spray generously onto slightly damp or dry hair. Scrunch hair, blow-dry or air-dry.

By Garnier Fructis

"
