,description
874,"The US-322 is the next line of interfaces from the leading professional and home recording manufacturer, TASCAM. This interface combines compelling new technologies like on-board digital mixers (DSP Mixer) and on-board digital effects (DSP Effects) along with advances on the wildly popular US-122mkII interface. The US-322 sports an aluminum casing for the same rugged reliability plus new improved HDDA (High Definition Discrete Architecture) mic pres. These HDDA Mic Pres offer a wider frequency response (10Hz to 68kHz), high S/N ratio (98dB), low EIN (-120dBu) and low THD+N (0.0045%); qualities rarely achieved in interfaces this affordable.



The US-322 is the next line of interfaces from the leading professional and home recording manufacturer, TASCAM. This interface combines compelling new technologies like on-board digital mixers (DSP Mixer) and on-board digital effects (DSP Effects) along with advances on the wildly popular US-122mkII interfaces. The US-322 sports a similar aluminum casings for the same rugged reliability plus new improved HDDA (High Definition Discrete Architecture) mic pres.

This all-new interface boasts a high S/N ratio, low THD and flaunts 24bit/96kHz recording; certifying this to be the best sounding 2-In/2-Out interface to be released by TASCAM yet. The US-322 features 1 Mic XLR/Line-Guitar TRS input, 1 Mic XLR/Line TRS input, 2 Line TRS and 2 Line RCA outputs.

HDDA (High Definition Discrete Architecture) Mic Pre-Amplifiers

 

To ensure superior sound, TASCAM organized months of tests and trials to design the HDDA mic pre-amplifier. Manufactured with a discrete structure and select premium parts, the HDDA pre-amp achieves a wide frequency response (10Hz to 68kHz), high S/N ratio (98dB), low EIN (-120dBu) and low THD+N (0.0045%); qualities rarely achieved in interfaces this affordable.

 











 



On-Board DSP Mixer

The on-board DSP mixer offers two operational modes. One designed for music creation (Mulit-Track Mode), the other for podcasting (Stereo Mix Mode)

Multi-track Mode
The multi-track mode is ideal for music creation. This mode delivers independent monitor-mixing from a send-level like an inline-console to a PC. In addition, this mode delivers monaural-monitoring.

Stereo-mix Mode
The stereo-mix mode makes podcast recording or broadcasting convenient and easy. An output audio signal from any PC can relay that signal back to the PC again via your DSP mixer. Any BGM from a PC can mix your voice by microphone then the mixed sound will transfer back to the PC again.









 



On-Board Effects

 

The US-322 offers send and insert effects to help support high quality recordings. All located on-board the DSP, choose between the compressor, 3-band EQ and various reverbs. Access or hide youe mixer panel and effects easily with one-click of the ""Mixer Panel"" button located on the top the unit.



 















Full Feature List

 

 

 

 



"
875,"You will love our PROFESSIONAL SERIES 20 ft Guitar Cables. They have a nice flexible tweed jacket (not the stiff plastic jacket like others sell). Our cables have Oxygen-Free Copper for both the center conductor and the insulator shield. Plus our cables are double shielded with a Conductive PVC and OFC Insulator Shield. And most importantly, our cables have a VERY low Picofarad rating. Have you ever wondered why one guitar cable sounds better than another? They may look the same, but sound totally different? The main reason is the Picofarad rating. Most guitar cables have a high Picofarad rating. Some as high as 200 Picofarads per foot. A cable with a high Picofarad rating is much cheaper to make, and they will still work, but they will not sound as good. Our cables are rated at a SUPER LOW 38 Picofarads per foot (AWESOME). Most guitar cable manufactures don't even give you their rated Picofarads because they are so high. Why would you want to use a cheap cable with a hard plastic cover, no flexibility, and a high Picofarad rating? A good cable is just as important as a good guitar or amp. Our cables have an external rubber heat shrink strain relief, internal rubber booty strain relief, AND an internal metal clamp strain relief. This triple strain relief system allows for many years of trouble free usage.

"
876,"You will love our PROFESSIONAL SERIES 20 ft Guitar Cables. They have a nice flexible tweed jacket (not the stiff plastic jacket like others sell). Our cables have Oxygen-Free Copper for both the center conductor and the insulator shield. Plus our cables are double shielded with a Conductive PVC and OFC Insulator Shield. And most importantly, our cables have a VERY low Picofarad rating. Have you ever wondered why one guitar cable sounds better than another? They may look the same, but sound totally different? The main reason is the Picofarad rating. Most guitar cables have a high Picofarad rating. Some as high as 200 Picofarads per foot. A cable with a high Picofarad rating is much cheaper to make, and they will still work, but they will not sound as good. Our cables are rated at a SUPER LOW 38 Picofarads per foot (AWESOME). Most guitar cable manufactures don't even give you their rated Picofarads because they are so high. Why would you want to use a cheap cable with a hard plastic cover, no flexibility, and a high Picofarad rating? A good cable is just as important as a good guitar or amp. Our cables have an external rubber heat shrink strain relief, internal rubber booty strain relief, AND an internal metal clamp strain relief. This triple strain relief system allows for many years of trouble free usage.

"
877,"No more bootlaces! The Fretfunk Acoustic Guitar Strap Button helps you attach your strap to the head of your acoustic guitar. This small faux-leather strap fits underneath the strings at the head of your guitar, allowing a standard strap to be attached to the guitar without any damage or stress to the surface of the guitar. This also makes it easy to get the strap on and off when storing the guitar is in its case. The button design is a star on both the brown and black versions.

"
878,"ChromaCast Pearl Celluloid guitar picks feature the classic, standard guitar pick shape with a comfortably wide body and a rounded tip that prevents chipping and provides a warm, fat musical tone. Offered in an array of attractive pearlized colors and gauges to fit every musical taste and need. Pack includes assorted colors and gauges.

"
879,"The ChromaCast Pick Sampler provides a taste of both the Celluloid and DuraPicks in the classic, standard guitar pick shape with a comfortably wide body and a rounded tip that prevents chipping and provides a warm, fat musical tone. This sampler includes a wide variety of gauges that will help each player find the exact pick that is perfect for their style.

"
880,
881,
882,
883,"Chroma cast products are designed by musicians for the active player. Chroma cast stands provide the best in affordability and quality. This a framed universal guitar stand folds for easy storage/travel and features Lightweight, durable, metal construction, rubber feet, soft foam stepped yoke, rubber back rest and secure lock system.

"
884,"Switchcraft 11 Mono Female 1/4 Inch Jack. Made for Panels, Plates, Guitaes and All Other Inputs.

"
885,"

Never Be Out of Tune Again With the Clip-on Guitar Tuner GT-1:

The Best Mini Clip-On Guitar Tuner Money Can Buy!

Highly rated by music teachers, professional and beginning players, this tuner is appreciated for its speed, simplicity and accuracy.

The tuner comes with an easy-to-read manual. A CR2032 battery is included, and it also has an energy-saving function.

We are so confident you will love this guitar tuner that we offer a 100% guarantee!

Check out our Free Replacement Guarantee:

- If you experience any technical problems with the tuner for full 3-year after purchase, please contact us and we will replace it or make a refund.

- We also offer an unconditional 30-day 100% money-back guarantee when you purchase our product.

Makes an amazingly thoughtful gift for musician friends or family members!

Don't delay. Order a top-of-the-line tuner now while it's still available!



"
